,participant,other_participant,round_nb,all_cond,extra_trials,manip,trial_cond,dyad
0,4,2,13,ENC_dom,False,dominant,ENC,p2p4
1,2,4,13,ENC_sub,False,submissive,ENC,p2p4
0,3,6,13,ENC_dom,False,dominant,ENC,p3p6
1,6,3,13,ENC_sub,False,submissive,ENC,p3p6
0,1,2,14,EC_dom,True,dominant,EC,p1p2
1,2,1,14,EC_sub,True,submissive,EC,p1p2
2,4,3,14,EC_dom,True,dominant,EC,p3p4
3,3,4,14,EC_sub,True,submissive,EC,p3p4
4,6,5,14,EC_dom,True,dominant,EC,p5p6
5,5,6,14,EC_sub,True,submissive,EC,p5p6
0,1,6,15,EC_sub,False,submissive,EC,p1p6
1,6,1,15,EC_dom,False,dominant,EC,p1p6
0,3,2,15,EC_sub,False,submissive,EC,p2p3
1,2,3,15,EC_dom,False,dominant,EC,p2p3
0,4,5,15,EC_sub,False,submissive,EC,p4p5
1,5,4,15,EC_dom,False,dominant,EC,p4p5
0,1,2,16,ENC_sub,False,submissive,ENC,p1p2
1,2,1,16,ENC_dom,False,dominant,ENC,p1p2
0,4,3,16,ENC_sub,False,submissive,ENC,p3p4
1,3,4,16,ENC_dom,False,dominant,ENC,p3p4
0,6,5,16,ENC_sub,False,submissive,ENC,p5p6
1,5,6,16,ENC_dom,False,dominant,ENC,p5p6
0,1,3,17,EC_dom,False,dominant,EC,p1p3
1,3,1,17,EC_sub,False,submissive,EC,p1p3
0,5,2,17,EC_dom,False,dominant,EC,p2p5
1,2,5,17,EC_sub,False,submissive,EC,p2p5
0,4,6,17,EC_dom,False,dominant,EC,p4p6
1,6,4,17,EC_sub,False,submissive,EC,p4p6
0,1,4,18,HNC_dom,False,dominant,HNC,p1p4
1,4,1,18,HNC_sub,False,submissive,HNC,p1p4
0,6,2,18,HNC_dom,False,dominant,HNC,p2p6
1,2,6,18,HNC_sub,False,submissive,HNC,p2p6
0,5,3,18,HNC_dom,False,dominant,HNC,p3p5
1,3,5,18,HNC_sub,False,submissive,HNC,p3p5
0,1,5,19,HNC_sub,False,submissive,HNC,p1p5
1,5,1,19,HNC_dom,False,dominant,HNC,p1p5
0,4,2,19,HNC_sub,False,submissive,HNC,p2p4
1,2,4,19,HNC_dom,False,dominant,HNC,p2p4
0,3,6,19,HNC_sub,False,submissive,HNC,p3p6
1,6,3,19,HNC_dom,False,dominant,HNC,p3p6
0,1,6,20,ENC_dom,False,dominant,ENC,p1p6
1,6,1,20,ENC_sub,False,submissive,ENC,p1p6
0,3,2,20,ENC_dom,False,dominant,ENC,p2p3
1,2,3,20,ENC_sub,False,submissive,ENC,p2p3
0,4,5,20,ENC_dom,False,dominant,ENC,p4p5
1,5,4,20,ENC_sub,False,submissive,ENC,p4p5
0,1,3,21,EC_sub,True,submissive,EC,p1p3
1,3,1,21,EC_dom,True,dominant,EC,p1p3
2,5,2,21,EC_sub,True,submissive,EC,p2p5
3,2,5,21,EC_dom,True,dominant,EC,p2p5
4,4,6,21,EC_sub,True,submissive,EC,p4p6
5,6,4,21,EC_dom,True,dominant,EC,p4p6
0,1,2,22,EC_sub,False,submissive,EC,p1p2
1,2,1,22,EC_dom,False,dominant,EC,p1p2
0,4,3,22,EC_sub,False,submissive,EC,p3p4
1,3,4,22,EC_dom,False,dominant,EC,p3p4
0,6,5,22,EC_sub,False,submissive,EC,p5p6
1,5,6,22,EC_dom,False,dominant,EC,p5p6
0,1,3,23,ENC_sub,False,submissive,ENC,p1p3
1,3,1,23,ENC_dom,False,dominant,ENC,p1p3
0,5,2,23,ENC_sub,False,submissive,ENC,p2p5
1,2,5,23,ENC_dom,False,dominant,ENC,p2p5
0,4,6,23,ENC_sub,False,submissive,ENC,p4p6
1,6,4,23,ENC_dom,False,dominant,ENC,p4p6
0,1,4,24,EC_dom,False,dominant,EC,p1p4
1,4,1,24,EC_sub,False,submissive,EC,p1p4
0,6,2,24,EC_dom,False,dominant,EC,p2p6
1,2,6,24,EC_sub,False,submissive,EC,p2p6
0,5,3,24,EC_dom,False,dominant,EC,p3p5
1,3,5,24,EC_sub,False,submissive,EC,p3p5
0,1,5,25,HNC_dom,False,dominant,HNC,p1p5
1,5,1,25,HNC_sub,False,submissive,HNC,p1p5
0,4,2,25,HNC_dom,False,dominant,HNC,p2p4
1,2,4,25,HNC_sub,False,submissive,HNC,p2p4
0,3,6,25,HNC_dom,False,dominant,HNC,p3p6
1,6,3,25,HNC_sub,False,submissive,HNC,p3p6
0,1,6,26,HNC_sub,False,submissive,HNC,p1p6
1,6,1,26,HNC_dom,False,dominant,HNC,p1p6
0,3,2,26,HNC_sub,False,submissive,HNC,p2p3
1,2,3,26,HNC_dom,False,dominant,HNC,p2p3
0,4,5,26,HNC_sub,False,submissive,HNC,p4p5
1,5,4,26,HNC_dom,False,dominant,HNC,p4p5
0,1,2,27,ENC_dom,False,dominant,ENC,p1p2
1,2,1,27,ENC_sub,False,submissive,ENC,p1p2
0,4,3,27,ENC_dom,False,dominant,ENC,p3p4
1,3,4,27,ENC_sub,False,submissive,ENC,p3p4
0,6,5,27,ENC_dom,False,dominant,ENC,p5p6
1,5,6,27,ENC_sub,False,submissive,ENC,p5p6
0,1,4,28,EC_dom,True,dominant,EC,p1p4
1,4,1,28,EC_sub,True,submissive,EC,p1p4
2,6,2,28,EC_dom,True,dominant,EC,p2p6
3,2,6,28,EC_sub,True,submissive,EC,p2p6
4,5,3,28,EC_dom,True,dominant,EC,p3p5
5,3,5,28,EC_sub,True,submissive,EC,p3p5
0,1,3,29,EC_sub,False,submissive,EC,p1p3
1,3,1,29,EC_dom,False,dominant,EC,p1p3
0,5,2,29,EC_sub,False,submissive,EC,p2p5
1,2,5,29,EC_dom,False,dominant,EC,p2p5
0,4,6,29,EC_sub,False,submissive,EC,p4p6
1,6,4,29,EC_dom,False,dominant,EC,p4p6
0,1,4,30,ENC_sub,False,submissive,ENC,p1p4
1,4,1,30,ENC_dom,False,dominant,ENC,p1p4
0,6,2,30,ENC_sub,False,submissive,ENC,p2p6
1,2,6,30,ENC_dom,False,dominant,ENC,p2p6
0,5,3,30,ENC_sub,False,submissive,ENC,p3p5
1,3,5,30,ENC_dom,False,dominant,ENC,p3p5
0,1,5,31,EC_dom,False,dominant,EC,p1p5
1,5,1,31,EC_sub,False,submissive,EC,p1p5
0,4,2,31,EC_dom,False,dominant,EC,p2p4
1,2,4,31,EC_sub,False,submissive,EC,p2p4
0,3,6,31,EC_dom,False,dominant,EC,p3p6
1,6,3,31,EC_sub,False,submissive,EC,p3p6
0,1,6,32,HNC_dom,False,dominant,HNC,p1p6
1,6,1,32,HNC_sub,False,submissive,HNC,p1p6
0,3,2,32,HNC_dom,False,dominant,HNC,p2p3
1,2,3,32,HNC_sub,False,submissive,HNC,p2p3
0,4,5,32,HNC_dom,False,dominant,HNC,p4p5
1,5,4,32,HNC_sub,False,submissive,HNC,p4p5
0,1,5,33,EC_sub,True,submissive,EC,p1p5
1,5,1,33,EC_dom,True,dominant,EC,p1p5
2,4,2,33,EC_sub,True,submissive,EC,p2p4
3,2,4,33,EC_dom,True,dominant,EC,p2p4
4,3,6,33,EC_sub,True,submissive,EC,p3p6
5,6,3,33,EC_dom,True,dominant,EC,p3p6
0,1,2,34,HNC_sub,False,submissive,HNC,p1p2
1,2,1,34,HNC_dom,False,dominant,HNC,p1p2
0,4,3,34,HNC_sub,False,submissive,HNC,p3p4
1,3,4,34,HNC_dom,False,dominant,HNC,p3p4
0,6,5,34,HNC_sub,False,submissive,HNC,p5p6
1,5,6,34,HNC_dom,False,dominant,HNC,p5p6
0,1,3,35,ENC_dom,False,dominant,ENC,p1p3
1,3,1,35,ENC_sub,False,submissive,ENC,p1p3
0,5,2,35,ENC_dom,False,dominant,ENC,p2p5
1,2,5,35,ENC_sub,False,submissive,ENC,p2p5
0,4,6,35,ENC_dom,False,dominant,ENC,p4p6
1,6,4,35,ENC_sub,False,submissive,ENC,p4p6
0,1,4,36,EC_sub,False,submissive,EC,p1p4
1,4,1,36,EC_dom,False,dominant,EC,p1p4
0,6,2,36,EC_sub,False,submissive,EC,p2p6
1,2,6,36,EC_dom,False,dominant,EC,p2p6
0,5,3,36,EC_sub,False,submissive,EC,p3p5
1,3,5,36,EC_dom,False,dominant,EC,p3p5
0,1,5,37,ENC_sub,False,submissive,ENC,p1p5
1,5,1,37,ENC_dom,False,dominant,ENC,p1p5
0,4,2,37,ENC_sub,False,submissive,ENC,p2p4
1,2,4,37,ENC_dom,False,dominant,ENC,p2p4
0,3,6,37,ENC_sub,False,submissive,ENC,p3p6
1,6,3,37,ENC_dom,False,dominant,ENC,p3p6
0,1,6,38,EC_dom,False,dominant,EC,p1p6
1,6,1,38,EC_sub,False,submissive,EC,p1p6
0,3,2,38,EC_dom,False,dominant,EC,p2p3
1,2,3,38,EC_sub,False,submissive,EC,p2p3
0,4,5,38,EC_dom,False,dominant,EC,p4p5
1,5,4,38,EC_sub,False,submissive,EC,p4p5
